Categoria de Producto Visaulizado;Ciudad;Compra_Completada;Descuento_Aplicado;Tipo_de_Dispositivo;Sistema_Operativo_Dispositivo;País;Miembro_Lealtad;Método_de_Pago;ID_Usuario;Género;Fuente_Referencia;Duración de la sesión en minutos;Edad;Estimado Días de Entrega;Hora_Compra;Porcentaje_Descuento;Productos_Visualizados;Rango_Precio_Producto;Reseñas enviadas por el usuario.;Cantidad_Gastada
Juguetes;Edimburgo;Sí;Sí;Móvil;MacOS;UK;No;Tarjeta de Regalo;U0510;Otro;Google;116;41;18;10;36;16;9801;2;0
Juguetes;Edimburgo;Sí;Sí;Móvil;Windows;UK;No;Criptomoneda;U1260;Femenino;Correo Electrónico;179;21;7;18;20;46;14456;1;0
Juguetes;Edimburgo;Sí;Sí;Tableta;iOS;UK;Sí;Tarjeta de Regalo;U1494;Femenino;Redes Sociales;174;31;30;21;7;8;42444;5;47544
Juguetes;Edimburgo;Sí;Sí;Tableta;Windows;UK;Sí;Criptomoneda;U0381;Masculino;Correo Electrónico;104;34;4;7;0;5;1132;1;5477
Juguetes;Guadalajara;No;No;Escritorio;MacOS;Mexico;No;Criptomoneda;U1427;Otro;Otro;89;60;6;22;0;8;21607;0;7413
Juguetes;Guadalajara;No;No;Escritorio;MacOS;Mexico;Sí;Tarjeta de Regalo;U1413;Femenino;Redes Sociales;56;56;16;8;40;50;14753;8;33855
Juguetes;Guadalajara;No;No;Móvil;Linux;Mexico;No;Tarjeta de Crédito;U1474;Masculino;Google;177;42;22;5;0;16;19962;10;27969
Juguetes;Guadalajara;No;No;Móvil;MacOS;Mexico;No;Criptomoneda;U1090;Masculino;Correo Electrónico;104;56;28;8;0;16;12429;3;0
Juguetes;Guadalajara;No;No;Tableta;Android;Mexico;Sí;Tarjeta de Crédito;U0760;Femenino;Google;46;22;1;15;0;2;20821;5;0
Juguetes;Guadalajara;No;Sí;Escritorio;MacOS;Mexico;Sí;Tarjeta de Crédito;U0147;Femenino;Redes Sociales;180;59;30;5;0;3;26831;7;32158
Juguetes;Guadalajara;No;Sí;Escritorio;Windows;Mexico;Sí;Tarjeta de Crédito;U1293;Masculino;Redes Sociales;56;49;13;0;2;36;4965;1;40984
Juguetes;Guadalajara;Sí;No;Escritorio;Android;Mexico;Sí;Tarjeta de Regalo;U0322;Masculino;Directo;12;39;25;14;0;37;4753;4;42117
Juguetes;Guadalajara;Sí;No;Escritorio;Linux;Mexico;Sí;Tarjeta de Crédito;U0582;Masculino;Directo;146;58;21;6;0;21;4141;7;0
Juguetes;Guadalajara;Sí;No;Escritorio;Windows;Mexico;No;Criptomoneda;U0127;Femenino;Google;43;57;26;15;0;8;15463;0;2641
Juguetes;Guadalajara;Sí;No;Móvil;Linux;Mexico;Sí;Tarjeta de Crédito;U1468;Masculino;Correo Electrónico;101;34;22;9;43;33;24521;1;0
Juguetes;Guadalajara;Sí;Sí;Escritorio;Android;Mexico;Sí;Tarjeta de Regalo;U0617;Otro;Google;19;27;3;13;4;48;2264;0;0
Juguetes;Guadalajara;Sí;Sí;Escritorio;iOS;Mexico;No;Tarjeta de Regalo;U0863;Otro;Correo Electrónico;91;45;20;20;0;13;241;7;85369
Juguetes;Guadalajara;Sí;Sí;Escritorio;iOS;Mexico;Sí;Tarjeta de Crédito;U0485;Masculino;Directo;120;53;5;3;24;27;2002;0;0
Juguetes;Guadalajara;Sí;Sí;Tableta;Linux;Mexico;Sí;Tarjeta de Crédito;U0284;Masculino;Correo Electrónico;105;41;3;11;0;12;21834;9;78964
Juguetes;Hamburgo;No;No;Tableta;Windows;Germany;No;PayPal;U0358;Femenino;Redes Sociales;144;50;12;2;40;40;43631;1;81535
Juguetes;Hamburgo;No;Sí;Escritorio;Android;Germany;Sí;Tarjeta de Crédito;U0610;Otro;Otro;87;46;26;2;0;38;27932;5;0
Juguetes;Hamburgo;No;Sí;Escritorio;MacOS;Germany;No;PayPal;U1192;Otro;Redes Sociales;9;18;1;22;11;23;4188;3;0
Juguetes;Hamburgo;No;Sí;Móvil;Android;Germany;No;Criptomoneda;U1013;Femenino;Google;75;60;3;16;36;38;38635;6;6575
Juguetes;Hamburgo;No;Sí;Móvil;iOS;Germany;No;Criptomoneda;U1337;Masculino;Directo;178;61;8;13;0;5;4319;8;46708
Juguetes;Hamburgo;No;Sí;Móvil;Linux;Germany;Sí;Tarjeta de Regalo;U0203;Femenino;Redes Sociales;126;56;18;15;43;38;3215;5;8464
Juguetes;Hamburgo;No;Sí;Móvil;Linux;Germany;Sí;Tarjeta de Regalo;U0658;Femenino;Otro;172;45;14;1;0;9;12737;5;0
Juguetes;Hamburgo;No;Sí;Móvil;MacOS;Germany;No;Criptomoneda;U0861;Otro;Directo;91;22;6;15;44;45;41663;5;70388
Juguetes;Hamburgo;Sí;No;Tableta;Linux;Germany;Sí;PayPal;U0985;Femenino;Google;74;23;27;1;50;38;7521;1;0
Juguetes;Hamburgo;Sí;No;Tableta;Windows;Germany;No;Tarjeta de Regalo;U0302;Masculino;Google;90;19;27;4;0;44;34458;3;50513
Juguetes;Hamburgo;Sí;Sí;Escritorio;MacOS;Germany;No;Tarjeta de Crédito;U0826;Otro;Otro;85;21;23;9;0;25;9333;1;3282
Juguetes;Hamburgo;Sí;Sí;Móvil;Linux;Germany;Sí;Tarjeta de Crédito;U1399;Otro;Otro;180;38;12;23;0;36;48911;0;0
Juguetes;Londres;No;No;Escritorio;Linux;UK;No;Tarjeta de Crédito;U1316;Femenino;Otro;65;53;8;15;0;3;17838;7;774
Juguetes;Londres;No;No;Escritorio;Linux;UK;Sí;Criptomoneda;U1165;Masculino;Google;85;29;26;22;0;28;9581;3;30611
Juguetes;Londres;No;No;Móvil;Linux;UK;No;Tarjeta de Crédito;U1493;Masculino;Otro;154;24;10;6;0;41;33702;10;68032
Juguetes;Londres;No;No;Tableta;iOS;UK;Sí;Tarjeta de Regalo;U1483;Otro;Redes Sociales;108;64;10;21;31;2;3546;5;81197
Juguetes;Londres;No;No;Tableta;MacOS;UK;No;Tarjeta de Regalo;U0496;Otro;Redes Sociales;140;36;20;22;0;50;36383;0;4121
Juguetes;Londres;No;No;Tableta;MacOS;UK;No;Tarjeta de Regalo;U1324;Otro;Correo Electrónico;172;28;29;9;0;48;28806;6;0
Juguetes;Londres;No;No;Tableta;Windows;UK;Sí;Tarjeta de Crédito;U0719;Otro;Google;71;50;8;10;9;9;26039;1;0
Juguetes;Londres;No;Sí;Escritorio;iOS;UK;No;Tarjeta de Regalo;U1111;Otro;Redes Sociales;175;21;3;4;0;5;3398;7;23219
Juguetes;Londres;Sí;No;Escritorio;MacOS;UK;No;Tarjeta de Regalo;U0160;Masculino;Otro;165;46;20;0;31;18;300;1;58995
Juguetes;Londres;Sí;Sí;Escritorio;Windows;UK;No;PayPal;U0918;Otro;Google;42;42;21;6;25;50;34015;9;8756
Juguetes;Londres;Sí;Sí;Tableta;MacOS;UK;No;Criptomoneda;U0508;Femenino;Redes Sociales;118;44;12;20;0;23;16349;2;0
Juguetes;Londres;Sí;Sí;Tableta;Windows;UK;No;Tarjeta de Crédito;U0421;Otro;Correo Electrónico;111;50;26;15;0;37;12341;9;0
Juguetes;Los Ángeles;No;No;Escritorio;MacOS;USA;No;Tarjeta de Crédito;U0272;Masculino;Correo Electrónico;60;29;11;0;0;40;9859;0;60354
Juguetes;Los Ángeles;No;No;Tableta;iOS;USA;No;Tarjeta de Regalo;U0953;Femenino;Redes Sociales;99;43;30;16;9;45;7363;1;0
Juguetes;Los Ángeles;No;No;Tableta;iOS;USA;Sí;Criptomoneda;U1420;Otro;Correo Electrónico;64;22;22;13;37;20;47818;0;0
Juguetes;Los Ángeles;No;No;Tableta;Windows;USA;No;Criptomoneda;U1006;Otro;Correo Electrónico;122;43;22;22;9;18;19748;3;0
Juguetes;Los Ángeles;No;Sí;Tableta;Android;USA;Sí;Tarjeta de Crédito;U0086;Femenino;Otro;10;64;7;2;0;36;39114;3;39096
Juguetes;Los Ángeles;No;Sí;Tableta;iOS;USA;Sí;Tarjeta de Regalo;U0400;Otro;Redes Sociales;22;25;8;0;10;10;4092;8;53099
Juguetes;Los Ángeles;No;Sí;Tableta;Linux;USA;No;Criptomoneda;U1116;Femenino;Directo;61;27;28;3;0;41;1284;0;0
Juguetes;Los Ángeles;Sí;No;Escritorio;iOS;USA;Sí;Criptomoneda;U0839;Otro;Correo Electrónico;96;60;14;9;0;35;6534;7;19608
Juguetes;Los Ángeles;Sí;No;Escritorio;Linux;USA;Sí;Tarjeta de Regalo;U1402;Femenino;Redes Sociales;10;19;23;16;0;39;8922;0;27438
Juguetes;Los Ángeles;Sí;No;Tableta;Windows;USA;No;Tarjeta de Regalo;U1342;Femenino;Correo Electrónico;150;34;15;15;0;42;32215;2;89052
Juguetes;Los Ángeles;Sí;Sí;Escritorio;iOS;USA;No;Criptomoneda;U0447;Masculino;Redes Sociales;52;26;15;14;22;17;49466;7;0
Juguetes;Los Ángeles;Sí;Sí;Móvil;Linux;USA;Sí;PayPal;U0926;Masculino;Directo;125;43;11;18;0;31;40167;6;90734
Juguetes;Los Ángeles;Sí;Sí;Tableta;Linux;USA;Sí;PayPal;U1051;Masculino;Google;146;46;17;22;0;27;46093;6;35003
Juguetes;Lyon;No;No;Escritorio;MacOS;France;Sí;Criptomoneda;U1345;Masculino;Directo;84;63;25;10;3;3;10738;10;0
Juguetes;Lyon;No;No;Tableta;iOS;France;No;Tarjeta de Crédito;U0587;Masculino;Directo;47;45;8;20;0;20;2438;7;0
Juguetes;Lyon;No;No;Tableta;Linux;France;Sí;Tarjeta de Crédito;U1037;Femenino;Otro;72;47;5;1;0;5;18993;10;68048
Juguetes;Lyon;No;Sí;Escritorio;Android;France;No;Tarjeta de Crédito;U0632;Otro;Correo Electrónico;76;55;17;23;44;9;46717;5;18116
Juguetes;Lyon;No;Sí;Móvil;Linux;France;No;Tarjeta de Regalo;U1270;Masculino;Directo;175;63;7;13;0;37;22643;2;42257
Juguetes;Lyon;Sí;No;Escritorio;Android;France;Sí;PayPal;U0084;Masculino;Directo;116;62;5;9;29;40;12064;2;0
Juguetes;Lyon;Sí;No;Escritorio;iOS;France;Sí;Criptomoneda;U1497;Otro;Directo;82;26;22;17;0;17;45409;10;29785
Juguetes;Lyon;Sí;No;Escritorio;Windows;France;No;Tarjeta de Regalo;U0952;Otro;Correo Electrónico;143;23;8;13;34;30;43575;3;0
Juguetes;Lyon;Sí;Sí;Escritorio;iOS;France;Sí;Tarjeta de Regalo;U0251;Otro;Correo Electrónico;92;50;2;11;0;37;23804;4;0
Juguetes;Lyon;Sí;Sí;Escritorio;Linux;France;Sí;Criptomoneda;U1327;Masculino;Directo;79;20;9;8;50;13;1071;0;53244
Juguetes;Lyon;Sí;Sí;Móvil;MacOS;France;No;Tarjeta de Regalo;U1412;Femenino;Correo Electrónico;51;53;27;10;17;30;45839;2;34288
Juguetes;Manchester;No;No;Escritorio;MacOS;UK;Sí;Tarjeta de Regalo;U0573;Masculino;Correo Electrónico;152;34;15;23;0;49;17446;7;1037
Juguetes;Manchester;No;No;Tableta;Android;UK;No;Criptomoneda;U0958;Femenino;Redes Sociales;20;50;18;12;0;47;40168;0;98826
Juguetes;Manchester;No;No;Tableta;Android;UK;Sí;Criptomoneda;U0688;Masculino;Correo Electrónico;10;58;10;14;0;20;47265;4;72382
Juguetes;Manchester;No;No;Tableta;Linux;UK;No;Criptomoneda;U0600;Masculino;Google;22;33;8;17;27;45;21014;6;96802
Juguetes;Manchester;No;Sí;Móvil;MacOS;UK;No;Criptomoneda;U0377;Femenino;Otro;109;44;20;18;0;12;25881;2;13655
Juguetes;Manchester;No;Sí;Móvil;MacOS;UK;No;PayPal;U0675;Femenino;Redes Sociales;150;62;17;20;0;1;35584;4;69982
Juguetes;Manchester;No;Sí;Tableta;Linux;UK;Sí;Criptomoneda;U1039;Femenino;Google;83;22;29;9;0;16;3645;8;0
Juguetes;Manchester;No;Sí;Tableta;MacOS;UK;No;Tarjeta de Regalo;U1439;Otro;Otro;168;18;18;3;0;39;16533;4;0
Juguetes;Manchester;Sí;No;Escritorio;Android;UK;Sí;Tarjeta de Crédito;U0551;Femenino;Correo Electrónico;22;27;2;2;36;39;10408;6;0
Juguetes;Manchester;Sí;No;Móvil;iOS;UK;No;Criptomoneda;U0696;Otro;Google;77;28;4;13;0;32;2173;7;0
Juguetes;Manchester;Sí;No;Móvil;MacOS;UK;No;Tarjeta de Regalo;U0825;Masculino;Correo Electrónico;72;46;5;0;0;44;35748;4;59694
Juguetes;Manchester;Sí;No;Tableta;Android;UK;No;Tarjeta de Regalo;U0638;Otro;Correo Electrónico;180;39;27;2;40;19;4835;5;0
Juguetes;Manchester;Sí;No;Tableta;Windows;UK;No;PayPal;U1284;Otro;Directo;158;64;28;14;0;10;25989;0;0
Juguetes;Manchester;Sí;Sí;Escritorio;Android;UK;No;Tarjeta de Regalo;U1078;Masculino;Google;20;50;9;8;45;29;32086;3;9407
Juguetes;Manchester;Sí;Sí;Móvil;Android;UK;Sí;Criptomoneda;U0769;Masculino;Google;13;27;2;16;0;31;48671;1;96968
Juguetes;Manchester;Sí;Sí;Móvil;Windows;UK;Sí;PayPal;U0155;Masculino;Directo;180;40;7;17;0;34;4576;8;0
Juguetes;Manchester;Sí;Sí;Tableta;MacOS;UK;Sí;Tarjeta de Regalo;U0949;Masculino;Otro;154;59;24;3;18;20;5487;10;0
Juguetes;Marsella;No;No;Escritorio;MacOS;France;Sí;Tarjeta de Crédito;U0744;Otro;Redes Sociales;18;38;13;14;0;15;28632;0;85533
Juguetes;Marsella;No;Sí;Escritorio;Android;France;Sí;Criptomoneda;U0808;Masculino;Correo Electrónico;154;55;6;5;0;9;2685;10;0
Juguetes;Marsella;No;Sí;Móvil;Windows;France;Sí;Criptomoneda;U1419;Masculino;Otro;28;39;25;14;0;9;12984;2;62956
Juguetes;Marsella;No;Sí;Móvil;Windows;France;Sí;Tarjeta de Regalo;U1479;Femenino;Otro;120;43;9;13;0;48;3958;3;0
Juguetes;Marsella;Sí;No;Móvil;Linux;France;Sí;Tarjeta de Regalo;U0538;Masculino;Directo;93;27;27;0;0;41;33534;7;36721
Juguetes;Marsella;Sí;No;Tableta;Android;France;Sí;Tarjeta de Crédito;U0701;Masculino;Otro;8;25;11;9;0;46;8644;8;0
Juguetes;Marsella;Sí;No;Tableta;iOS;France;Sí;PayPal;U1229;Otro;Otro;18;34;4;17;0;37;41353;9;31717
Juguetes;Marsella;Sí;Sí;Escritorio;Linux;France;No;Tarjeta de Regalo;U1481;Otro;Directo;47;62;19;4;23;49;9055;10;0
Juguetes;Marsella;Sí;Sí;Móvil;MacOS;France;Sí;PayPal;U0652;Otro;Google;68;43;21;14;48;5;15481;0;45382
Juguetes;Marsella;Sí;Sí;Móvil;Windows;France;No;Tarjeta de Crédito;U0728;Masculino;Google;110;23;18;23;11;4;22856;8;0
Juguetes;Marsella;Sí;Sí;Tableta;Windows;France;Sí;PayPal;U0168;Masculino;Directo;164;59;15;14;0;6;40392;8;0
Juguetes;Monterrey;No;No;Escritorio;Windows;Mexico;Sí;Tarjeta de Regalo;U0575;Otro;Directo;178;65;14;18;0;44;28287;2;21895
Juguetes;Monterrey;No;No;Móvil;MacOS;Mexico;Sí;Tarjeta de Crédito;U0517;Femenino;Google;122;29;3;16;16;13;20161;7;35153
Juguetes;Monterrey;No;No;Tableta;Linux;Mexico;Sí;Tarjeta de Regalo;U1156;Masculino;Directo;91;43;18;1;0;44;1028;7;89755
Juguetes;Monterrey;No;Sí;Escritorio;Linux;Mexico;No;Criptomoneda;U0624;Masculino;Correo Electrónico;33;57;21;11;8;17;27926;3;68038
Juguetes;Monterrey;Sí;No;Escritorio;Android;Mexico;No;Criptomoneda;U0233;Otro;Directo;144;65;27;8;0;42;28888;9;0
Juguetes;Monterrey;Sí;No;Móvil;Android;Mexico;No;Tarjeta de Regalo;U0824;Femenino;Google;46;22;8;14;5;31;32568;10;71821
Juguetes;Monterrey;Sí;No;Móvil;Windows;Mexico;Sí;Criptomoneda;U0219;Otro;Directo;128;43;16;23;0;39;49473;5;53445
Juguetes;Monterrey;Sí;No;Tableta;Android;Mexico;Sí;Tarjeta de Regalo;U0093;Otro;Correo Electrónico;126;32;14;22;0;6;30451;6;14055
Juguetes;Monterrey;Sí;No;Tableta;iOS;Mexico;Sí;Tarjeta de Regalo;U0837;Otro;Otro;107;30;12;22;22;40;17192;4;77627
Juguetes;Monterrey;Sí;Sí;Escritorio;Android;Mexico;Sí;Tarjeta de Regalo;U1031;Otro;Directo;7;26;2;11;17;45;46714;8;40215
Juguetes;Monterrey;Sí;Sí;Tableta;iOS;Mexico;Sí;PayPal;U0002;Femenino;Google;71;46;30;21;0;44;12213;8;2450
Juguetes;Monterrey;Sí;Sí;Tableta;Linux;Mexico;No;PayPal;U0545;Masculino;Directo;47;28;27;7;43;27;16968;1;89483
Juguetes;Montreal;No;No;Escritorio;Windows;Canada;Sí;PayPal;U1280;Otro;Google;169;20;7;3;31;5;8953;1;74558
Juguetes;Montreal;No;Sí;Móvil;Linux;Canada;Sí;PayPal;U0056;Masculino;Otro;60;64;16;12;0;44;48137;2;28382
Juguetes;Montreal;No;Sí;Móvil;MacOS;Canada;Sí;PayPal;U1088;Femenino;Redes Sociales;123;57;10;10;36;40;14796;1;0
Juguetes;Montreal;No;Sí;Tableta;Android;Canada;Sí;Criptomoneda;U0044;Masculino;Correo Electrónico;132;21;19;2;35;20;47316;0;0
Juguetes;Montreal;No;Sí;Tableta;iOS;Canada;No;PayPal;U0426;Femenino;Directo;70;56;14;23;2;35;28237;6;0
Juguetes;Montreal;No;Sí;Tableta;Linux;Canada;No;Criptomoneda;U0880;Masculino;Directo;145;43;9;5;26;31;46125;9;93784
Juguetes;Montreal;Sí;No;Escritorio;Android;Canada;Sí;PayPal;U1349;Masculino;Redes Sociales;134;34;28;15;0;29;34611;0;0
Juguetes;Montreal;Sí;No;Móvil;Android;Canada;Sí;Tarjeta de Regalo;U0731;Otro;Google;12;64;5;21;36;25;17129;0;0
Juguetes;Montreal;Sí;No;Móvil;Linux;Canada;Sí;Tarjeta de Regalo;U0239;Femenino;Otro;88;46;6;4;0;40;12086;10;78744
Juguetes;Montreal;Sí;No;Tableta;iOS;Canada;Sí;PayPal;U1431;Masculino;Otro;101;51;6;4;0;40;39177;5;83915
Juguetes;Montreal;Sí;Sí;Escritorio;iOS;Canada;Sí;Tarjeta de Regalo;U1180;Femenino;Directo;94;58;28;18;0;43;25732;4;28524
Juguetes;Montreal;Sí;Sí;Escritorio;MacOS;Canada;Sí;PayPal;U0041;Otro;Google;43;26;8;2;0;33;3150;6;0
Juguetes;Montreal;Sí;Sí;Tableta;MacOS;Canada;No;Criptomoneda;U0091;Femenino;Directo;173;58;8;6;40;44;19306;3;87533
Juguetes;Múnich;No;No;Móvil;iOS;Germany;No;PayPal;U1299;Femenino;Google;114;33;22;10;0;14;35353;6;0
Juguetes;Múnich;No;No;Móvil;Linux;Germany;No;PayPal;U1151;Otro;Directo;159;64;6;6;32;3;29748;2;0
Juguetes;Múnich;No;Sí;Móvil;MacOS;Germany;Sí;Tarjeta de Crédito;U1307;Masculino;Google;129;24;7;0;0;4;2715;6;42409
Juguetes;Múnich;No;Sí;Tableta;Android;Germany;No;Tarjeta de Regalo;U0907;Masculino;Correo Electrónico;173;20;27;10;0;22;46167;9;0
Juguetes;Múnich;Sí;No;Escritorio;Linux;Germany;No;Tarjeta de Crédito;U0981;Masculino;Otro;120;45;19;21;21;33;29467;6;27747
Juguetes;Múnich;Sí;No;Móvil;iOS;Germany;No;Tarjeta de Regalo;U1122;Masculino;Redes Sociales;116;53;20;9;0;27;15108;2;0
Juguetes;Múnich;Sí;No;Móvil;Windows;Germany;No;Tarjeta de Crédito;U0996;Masculino;Redes Sociales;151;23;30;8;0;31;2950;8;0
Juguetes;Múnich;Sí;No;Móvil;Windows;Germany;Sí;Tarjeta de Regalo;U0289;Otro;Redes Sociales;22;53;25;21;19;48;16608;2;0
Juguetes;Múnich;Sí;No;Tableta;MacOS;Germany;No;Criptomoneda;U0341;Otro;Google;36;21;18;2;32;21;11763;4;0
Juguetes;Múnich;Sí;Sí;Escritorio;iOS;Germany;No;Tarjeta de Crédito;U1107;Masculino;Correo Electrónico;133;50;5;11;0;28;19174;2;0
Juguetes;Múnich;Sí;Sí;Escritorio;Windows;Germany;No;PayPal;U0094;Femenino;Redes Sociales;64;62;29;22;1;13;28215;5;0
Juguetes;Múnich;Sí;Sí;Móvil;iOS;Germany;No;Tarjeta de Regalo;U0786;Femenino;Google;53;25;6;6;1;3;27706;3;39035
Juguetes;Múnich;Sí;Sí;Tableta;MacOS;Germany;Sí;Tarjeta de Crédito;U0336;Otro;Correo Electrónico;162;64;7;10;0;32;10076;5;64357
Juguetes;Nueva York;No;No;Escritorio;MacOS;USA;Sí;Tarjeta de Regalo;U0898;Masculino;Directo;152;45;19;9;0;45;6282;6;0
Juguetes;Nueva York;No;No;Móvil;Linux;USA;No;Tarjeta de Regalo;U0450;Otro;Otro;86;18;19;6;17;24;39087;4;95331
Juguetes;Nueva York;No;No;Móvil;MacOS;USA;Sí;PayPal;U1287;Otro;Otro;122;50;2;17;0;5;42701;0;69019
Juguetes;Nueva York;No;No;Móvil;Windows;USA;No;Tarjeta de Crédito;U1212;Femenino;Directo;27;44;22;10;40;32;21213;7;0
Juguetes;Nueva York;No;Sí;Escritorio;Android;USA;Sí;Criptomoneda;U0410;Femenino;Directo;167;49;24;11;0;4;21042;6;45573
Juguetes;Nueva York;No;Sí;Escritorio;MacOS;USA;No;Tarjeta de Regalo;U0335;Femenino;Correo Electrónico;142;45;19;9;45;28;23275;3;8751
Juguetes;Nueva York;No;Sí;Escritorio;MacOS;USA;Sí;PayPal;U0707;Masculino;Google;85;45;23;21;0;49;16103;0;94263
Juguetes;Nueva York;No;Sí;Tableta;Linux;USA;Sí;Tarjeta de Regalo;U1085;Otro;Directo;157;64;18;14;34;7;8071;3;90594
Juguetes;Nueva York;No;Sí;Tableta;Windows;USA;No;Tarjeta de Crédito;U0359;Otro;Redes Sociales;149;38;24;16;0;13;49946;7;0
Juguetes;Nueva York;Sí;No;Escritorio;iOS;USA;Sí;Tarjeta de Crédito;U0031;Masculino;Directo;168;59;27;16;22;20;14268;10;0
Juguetes;Nueva York;Sí;No;Escritorio;MacOS;USA;Sí;PayPal;U0340;Femenino;Redes Sociales;150;36;27;10;1;36;1093;9;29072
Juguetes;Nueva York;Sí;No;Móvil;Android;USA;No;PayPal;U0462;Femenino;Otro;39;39;19;16;16;9;26665;7;0
Juguetes;Nueva York;Sí;No;Móvil;Android;USA;No;PayPal;U0845;Masculino;Directo;57;48;22;0;0;28;3223;8;66337
Juguetes;Nueva York;Sí;No;Móvil;Linux;USA;No;Criptomoneda;U0800;Femenino;Otro;33;40;16;8;0;39;3545;7;0
Juguetes;Nueva York;Sí;No;Móvil;Linux;USA;No;Tarjeta de Regalo;U0479;Otro;Correo Electrónico;65;33;24;8;0;49;8846;7;0
Juguetes;Nueva York;Sí;No;Tableta;Linux;USA;No;Tarjeta de Crédito;U0656;Masculino;Directo;93;62;4;12;0;24;6845;6;0
Juguetes;Nueva York;Sí;No;Tableta;Windows;USA;Sí;Criptomoneda;U0173;Masculino;Directo;100;61;27;22;0;2;18072;3;45408
Juguetes;Nueva York;Sí;Sí;Tableta;MacOS;USA;Sí;PayPal;U0301;Otro;Google;76;35;7;0;0;11;44804;5;0
Juguetes;París;No;Sí;Escritorio;iOS;France;Sí;PayPal;U1429;Masculino;Otro;74;62;15;17;39;23;1614;0;0
Juguetes;París;No;Sí;Escritorio;Linux;France;Sí;PayPal;U1250;Otro;Otro;114;57;15;17;47;17;40653;2;94658
Juguetes;París;No;Sí;Escritorio;MacOS;France;Sí;Criptomoneda;U0398;Femenino;Redes Sociales;153;37;6;23;0;8;43125;4;61411
Juguetes;París;No;Sí;Escritorio;Windows;France;No;PayPal;U0585;Femenino;Directo;16;26;14;0;20;46;26729;2;0
Juguetes;París;No;Sí;Móvil;Android;France;No;Tarjeta de Crédito;U0903;Femenino;Directo;88;62;25;22;2;46;5672;9;56626
Juguetes;París;No;Sí;Móvil;MacOS;France;Sí;Tarjeta de Crédito;U1263;Otro;Redes Sociales;155;46;29;12;0;35;8348;1;59183
Juguetes;París;No;Sí;Tableta;Windows;France;No;Tarjeta de Crédito;U1007;Otro;Otro;103;31;9;14;0;44;2847;4;36537
Juguetes;París;Sí;No;Móvil;Android;France;Sí;Tarjeta de Crédito;U0243;Femenino;Otro;85;36;15;19;0;7;26914;10;85952
Juguetes;París;Sí;No;Móvil;Linux;France;Sí;Criptomoneda;U1277;Otro;Redes Sociales;22;46;30;22;36;14;37305;2;0
Juguetes;París;Sí;Sí;Tableta;Linux;France;Sí;PayPal;U0832;Masculino;Otro;151;41;4;23;0;13;3874;4;57919
Juguetes;Rio de Janeiro;No;No;Móvil;Linux;Brazil;Sí;PayPal;U0416;Otro;Otro;99;59;12;6;0;25;1617;10;33034
Juguetes;Rio de Janeiro;No;No;Móvil;MacOS;Brazil;Sí;Tarjeta de Regalo;U0176;Masculino;Otro;19;47;8;20;20;36;32258;6;0
Juguetes;Rio de Janeiro;No;No;Tableta;Linux;Brazil;Sí;PayPal;U0530;Femenino;Correo Electrónico;164;19;16;14;7;44;4454;7;83897
Juguetes;Rio de Janeiro;No;No;Tableta;Windows;Brazil;Sí;Criptomoneda;U0742;Otro;Redes Sociales;171;64;4;4;0;38;19462;9;65262
Juguetes;Rio de Janeiro;No;Sí;Tableta;Android;Brazil;Sí;Criptomoneda;U1286;Masculino;Directo;146;20;22;6;1;17;33314;9;60705
Juguetes;Rio de Janeiro;No;Sí;Tableta;Linux;Brazil;No;Criptomoneda;U0806;Femenino;Redes Sociales;177;28;1;22;32;32;13821;3;0
Juguetes;Rio de Janeiro;No;Sí;Tableta;Linux;Brazil;Sí;Criptomoneda;U0581;Femenino;Google;121;29;20;15;0;27;48252;1;61609
Juguetes;Rio de Janeiro;Sí;No;Escritorio;Linux;Brazil;Sí;Criptomoneda;U1353;Femenino;Redes Sociales;23;19;24;23;0;9;3939;4;0
Juguetes;Rio de Janeiro;Sí;No;Móvil;MacOS;Brazil;No;Criptomoneda;U1003;Femenino;Google;130;29;4;7;34;20;29445;1;98939
Juguetes;Rio de Janeiro;Sí;No;Móvil;MacOS;Brazil;No;PayPal;U1084;Femenino;Directo;129;50;23;9;6;22;836;8;0
Juguetes;Rio de Janeiro;Sí;Sí;Escritorio;Windows;Brazil;No;PayPal;U0121;Femenino;Google;119;65;18;13;0;3;35878;5;31848
Juguetes;Rio de Janeiro;Sí;Sí;Móvil;Linux;Brazil;No;PayPal;U0109;Femenino;Directo;42;50;6;20;0;37;9587;10;20916
Juguetes;Rio de Janeiro;Sí;Sí;Tableta;MacOS;Brazil;No;Tarjeta de Crédito;U0142;Otro;Otro;158;44;5;1;0;34;33264;3;0
Juguetes;Rio de Janeiro;Sí;Sí;Tableta;MacOS;Brazil;Sí;Criptomoneda;U0740;Masculino;Directo;171;35;20;19;0;48;30482;10;57708
Juguetes;Sao Paulo;No;No;Móvil;iOS;Brazil;No;Tarjeta de Regalo;U0394;Masculino;Otro;35;30;7;23;0;4;5913;6;0
Juguetes;Sao Paulo;No;No;Móvil;Linux;Brazil;No;Tarjeta de Crédito;U0418;Masculino;Redes Sociales;46;32;5;1;0;12;30669;1;64871
Juguetes;Sao Paulo;No;No;Tableta;MacOS;Brazil;No;Tarjeta de Crédito;U0187;Masculino;Google;164;56;25;12;27;48;31316;2;0
Juguetes;Sao Paulo;No;Sí;Escritorio;Android;Brazil;No;Tarjeta de Regalo;U0642;Femenino;Otro;3;62;10;19;2;18;33431;10;22863
